Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Denmark,DNK,"Age dependency ratio, young",SP.POP.DPND.YG,27.7000093250988,27.8814825946275,28.0725536356747,28.2308098475348,28.3170610069052,28.3244769545778,28.2434417265834,28.1083530007915,27.9298848224177,27.7116718017626,27.4533816274621,27.3345892916968,27.0524413890115,26.7200609213193,26.4493732640733,26.2725231066566,25.9412185722702,25.8292942078111,25.8254803215632,25.7739702071402
Denmark,DNK,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,30421,30283,30457,30856,31335,31771,32152,32535,32762,32626,32008,30738,28978,27142,25803,25362,26099,27724,29804,31715
Denmark,DNK,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,32393,32170,32134,32277,32566,32956,33454,34093,34626,34721,34172,32736,30655,28429,26772,26180,27009,28885,31301,33521
Denmark,DNK,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,32176,30876,31751,31657,31641,31688,31740,31992,32159,32124,31777,31982,29943,28805,27907,27472,25941,28355,29288,30227
Denmark,DNK,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,34037,32782,33388,33132,32997,33008,32952,33492,33825,33927,33646,34119,31631,30335,29297,28783,26893,29784,30831,31882
Denmark,DNK,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,33414,32355,31300,32334,31982,31756,31705,31721,31789,31802,31643,31871,31981,30106,29551,29134,27680,26481,29005,29209
Denmark,DNK,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,35201,34182,33141,33867,33446,33190,33024,32959,33313,33391,33291,33767,34105,31803,31242,30799,29038,27551,30591,30766
Denmark,DNK,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,34189,33420,32501,31709,32341,31945,31799,31733,31713,31640,31595,31799,31991,31986,30789,30397,29112,27845,26996,28607
Denmark,DNK,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,35934,35195,34295,33490,33898,33475,33216,33050,32980,33082,33088,33503,33927,34101,32674,32296,30770,29232,28176,30112
Denmark,DNK,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,34556,34108,33392,32633,32127,32224,31997,31854,31772,31714,31625,31767,31981,32116,31973,31313,30263,29043,27985,27512
Denmark,DNK,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,36285,35855,35157,34399,33851,33832,33502,33252,33091,33018,33021,33324,33753,34098,34072,33341,32127,30675,29391,28802
Denmark,DNK,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,34570,34458,33993,33350,32774,32564,32274,32062,31920,31821,31721,31778,31964,32168,32224,31932,31161,30080,28949,28125
Denmark,DNK,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,36301,36194,35743,35108,34514,34235,33856,33541,33302,33147,33070,33230,33598,34014,34243,34002,33150,31891,30545,29553
Denmark,DNK,"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,34286,34524,34325,33863,33316,32933,32599,32335,32138,31995,31875,31819,31956,32167,32338,32304,31857,30960,29871,28856
Denmark,DNK,"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,36033,36262,36071,35620,35072,34653,34251,33891,33593,33369,33220,33201,33478,33882,34249,34347,33906,32890,31618,30417
Denmark,DNK,"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,33758,34363,34443,34177,33742,33302,32946,32647,32409,32223,32076,31879,31942,32140,32353,32479,32400,31732,30731,29663
Denmark,DNK,"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,35527,36108,36191,35937,35510,35059,34659,34278,33940,33661,33451,33214,33370,33737,34142,34443,34461,33739,32591,31347
Denmark,DNK,"Age population, age 08, female, interpolated",SP.POP.AG08.FE.IN,33041,33923,34405,34347,34038,33641,33298,32971,32707,32491,32314,32030,31909,32071,32306,32509,32705,32446,31578,30503
Denmark,DNK,"Age population, age 08, male, interpolated",SP.POP.AG08.MA.IN,34834,35686,36151,36108,35815,35423,35058,34675,34320,34006,33746,33373,33246,33549,33971,34359,34713,34504,33532,32295
Denmark,DNK,"Age population, age 09, female, interpolated",SP.POP.AG09.FE.IN,32190,33206,34054,34433,34261,33919,33636,33307,33008,32775,32579,32301,32010,31945,32182,32444,32753,32879,32462,31426
Denmark,DNK,"Age population, age 09, male, interpolated",SP.POP.AG09.MA.IN,34000,34999,35813,36182,36038,35718,35424,35068,34707,34378,34088,33720,33333,33288,33703,34163,34644,34911,34506,33328
Denmark,DNK,"Age population, age 10, female, interpolated",SP.POP.AG10.FE.IN,31246,32304,33338,34170,34469,34194,33925,33643,33328,33054,32850,32653,32314,31996,31963,32265,32640,32945,33024,32479
Denmark,DNK,"Age population, age 10, male, interpolated",SP.POP.AG10.MA.IN,33081,34126,35132,35928,36226,35992,35727,35436,35093,34755,34453,34191,33732,33304,33306,33816,34378,34857,35068,34510
Djibouti,DJI,Age dependency ratio (% of working-age population),SP.POP.DPND,78.5185811735321,77.4356355115754,75.8089723673681,73.8555584545176,71.8875027845845,69.9991318314017,67.0471268910884,64.2540617371816,61.6278448181989,59.2411345471333,57.2026763061587,56.2169353318682,55.472100890601,54.8870558776184,54.2772780333722,53.5462053301437,53.1881216849651,52.5285800143465,51.7489777057565,51.0894531007511
Djibouti,DJI,"Age dependency ratio, old",SP.POP.DPND.OL,5.3693595975779,5.43140425449511,5.47968742644636,5.52160718454335,5.5633771441301,5.61184181968138,5.65560535853944,5.71263681023882,5.78734272449192,5.88606438333766,6.01139825022265,6.14108445706694,6.27772494703494,6.41349367505901,6.53076289226121,6.62572069832139,6.72231775861188,6.79748741445383,6.87057691577308,6.96380905084115
Djibouti,DJI,"Age dependency ratio, young",SP.POP.DPND.YG,73.1492215759542,72.0042312570803,70.3292849409217,68.3339512699742,66.3241256404544,64.3872900117203,61.391521532549,58.5414249269428,55.840502093707,53.3550701637957,51.191278055936,50.0758508748012,49.194375943566,48.4735622025594,47.746515141111,46.9204846318223,46.4658039263533,45.7310925998927,44.8784007899834,44.12564404991
Djibouti,DJI,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,10821,11012,11058,10943,10673,10274,9770,9129,8521,8158,8175,8544,9290,10191,10937,11306,11154,10646,9942,9288
Djibouti,DJI,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,11133,11239,11160,10963,10751,10596,10378,10209,10084,9997,9948,10020,10133,10260,10365,10420,10400,10330,10225,10109
Djibouti,DJI,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,10352,10671,10605,10623,10499,10217,9854,9230,8656,8268,8188,8164,8836,9458,10023,10380,11067,10287,10026,9751
Djibouti,DJI,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,10644,10931,10689,10627,10561,10521,10466,10265,10168,10086,10016,9945,10078,10122,10161,10188,10327,10167,10137,10095
Djibouti,DJI,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,10005,10278,10519,10372,10350,10152,9811,9420,8755,8355,8203,8133,8176,8880,9294,9630,10289,10857,10016,10028
Djibouti,DJI,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,10282,10522,10717,10365,10399,10440,10404,10379,10220,10147,10068,9999,9914,10021,10010,10013,10132,10243,10061,10072
Djibouti,DJI,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,9764,9984,10202,10349,10223,10080,9761,9391,8997,8421,8218,8121,8100,8202,8733,9040,9632,10223,10658,10143
Djibouti,DJI,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,10029,10215,10388,10508,10262,10356,10336,10332,10312,10184,10104,10044,9952,9864,9906,9890,9983,10086,10165,10040
Djibouti,DJI,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,9612,9774,9960,10110,10150,10003,9705,9356,8981,8604,8233,8126,8063,8082,8236,8593,9091,9658,10169,10451
Djibouti,DJI,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,9867,9996,10136,10260,10325,10268,10263,10276,10278,10236,10125,10079,9989,9887,9814,9812,9874,9962,10046,10086
Djibouti,DJI,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,9530,9635,9781,9920,9989,9923,9644,9316,8961,8603,8248,8142,8057,8018,8071,8274,8657,9164,9696,10108
Djibouti,DJI,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,9778,9849,9950,10063,10156,10179,10186,10214,10235,10216,10132,10106,10025,9917,9820,9772,9802,9868,9947,10005
Djibouti,DJI,"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,9501,9550,9656,9773,9852,9840,9581,9271,8937,8598,8260,8170,8075,8001,7982,8064,8314,8742,9248,9726
Djibouti,DJI,"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,9744,9758,9819,9910,10013,10089,10105,10146,10184,10185,10126,10123,10056,9952,9844,9763,9759,9801,9867,9931
Djibouti,DJI,"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,9508,9502,9569,9663,9737,9757,9516,9224,8907,8589,8270,8208,8116,8021,7954,7948,8045,8375,8837,9326
Djibouti,DJI,"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,9746,9705,9727,9795,9893,10000,10023,10074,10125,10145,10107,10133,10084,9988,9879,9779,9738,9755,9805,9865
Djibouti,DJI,"Age population, age 08, female, interpolated",SP.POP.AG08.FE.IN,9533,9494,9502,9572,9641,9674,9446,9178,8877,8575,8276,8237,8180,8076,7975,7910,7888,8046,8445,8926
Djibouti,DJI,"Age population, age 08, male, interpolated",SP.POP.AG08.MA.IN,9768,9694,9656,9701,9793,9913,9939,9999,10061,10095,10078,10126,10110,10027,9920,9814,9747,9723,9757,9809
Djibouti,DJI,"Age population, age 09, female, interpolated",SP.POP.AG09.FE.IN,9560,9520,9479,9486,9549,9593,9368,9121,8850,8561,8278,8246,8228,8165,8044,7932,7852,7847,8057,8510
Djibouti,DJI,"Age population, age 09, male, interpolated",SP.POP.AG09.MA.IN,9790,9716,9630,9611,9697,9828,9854,9920,9994,10040,10038,10100,10115,10069,9969,9860,9784,9724,9713,9757
Djibouti,DJI,"Age population, age 10, female, interpolated",SP.POP.AG10.FE.IN,9611,9554,9504,9448,9443,9498,9288,9049,8806,8552,8281,8241,8240,8232,8159,8015,7902,7813,7815,8062
Djibouti,DJI,"Age population, age 10, male, interpolated",SP.POP.AG10.MA.IN,9839,9747,9652,9570,9589,9730,9770,9837,9920,9979,9991,10059,10093,10086,10026,9920,9838,9763,9706,9703
Dominica,DMA,Age dependency ratio (% of working-age population),SP.POP.DPND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age dependency ratio, old",SP.POP.DPND.OL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age dependency ratio, young",SP.POP.DPND.YG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 08, female, interpolated",SP.POP.AG08.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 08, male, interpolated",SP.POP.AG08.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 09, female, interpolated",SP.POP.AG09.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 09, male, interpolated",SP.POP.AG09.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 10, female, interpolated",SP.POP.AG10.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Age population, age 10, male, interpolated",SP.POP.AG10.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,Age dependency ratio (% of working-age population),SP.POP.DPND,65.8892952684275,65.1338598887777,64.4476381199199,63.7689301312751,63.0223805902884,62.1791072075764,61.2776903142442,60.2978161135775,59.2760021737348,58.2868944041889,57.3864372408513,56.6579897057805,56.0278976770947,55.4918433603313,55.0364294877299,54.6507059523573,54.3752310563488,54.1559032846247,53.9881764082554,53.8629214841848
Dominican Republic,DOM,"Age dependency ratio, old",SP.POP.DPND.OL,7.97358561284578,8.14735947366733,8.31726705147839,8.47645022370775,8.61541736859945,8.73109352908133,8.84398323102753,8.93516999133531,9.01673866699943,9.10453139049029,9.20988936171871,9.34750701537556,9.49773843170384,9.66475916944951,9.85337152159818,10.0673342634926,10.3264408636794,10.6059044210208,10.9067047928886,11.2295155483969
Dominican Republic,DOM,"Age dependency ratio, young",SP.POP.DPND.YG,57.9157096555818,56.9865004151104,56.1303710684415,55.2924799075673,54.4069632216889,53.4480136784951,52.4337070832166,51.3626461222422,50.2592635067353,49.1823630136986,48.1765478791326,47.3104826904049,46.5301592453908,45.8270841908818,45.1830579661317,44.5833716888647,44.0487901926694,43.5499988636039,43.0814716153668,42.6334059357879
Dominican Republic,DOM,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,96881,96651,96800,97202,97650,97983,98044,98004,97935,97939,98084,98395,98817,99263,99616,99790,99774,99594,99227,98656
Dominican Republic,DOM,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,100848,100604,100723,101079,101464,101725,101944,102044,102092,102184,102382,102724,103142,103561,103882,104032,104006,103827,103465,102894
Dominican Republic,DOM,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,98305,97145,97811,97682,97600,97536,97562,97235,97161,97181,97314,97818,97933,98326,98675,98918,99468,99074,98958,98659
Dominican Republic,DOM,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,102204,101051,101726,101625,101541,101421,101418,101312,101262,101289,101425,102042,102076,102479,102835,103083,103669,103255,103147,102851
Dominican Republic,DOM,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,99293,98355,97330,98124,97688,97348,97216,97181,96672,96666,96756,97143,97547,97571,97901,98185,98728,99155,98673,98591
Dominican Republic,DOM,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,103116,102188,101253,102091,101696,101317,101186,101072,100730,100677,100736,101212,101705,101617,101980,102287,102863,103317,102816,102739
Dominican Republic,DOM,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,99883,99218,98326,97477,97877,97370,97098,96937,96830,96365,96388,96655,96968,97269,97282,97580,98088,98549,98843,98459
Dominican Republic,DOM,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,103621,102966,102170,101446,101899,101367,101133,100911,100703,100309,100282,100612,101000,101365,101298,101630,102166,102654,102967,102567
Dominican Republic,DOM,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,100113,99754,99063,98257,97638,97551,97162,96889,96688,96485,96186,96332,96548,96785,96988,97092,97540,98002,98370,98522
Dominican Republic,DOM,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,103753,103405,102814,102143,101620,101530,101218,100910,100613,100325,100029,100215,100491,100787,101022,101097,101570,102057,102445,102607
Dominican Republic,DOM,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,100020,99984,99545,98868,98203,97841,97365,96996,96710,96445,96128,96153,96270,96435,96600,96707,97077,97510,97915,98182
Dominican Republic,DOM,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,103547,103526,103188,102653,102098,101762,101400,101029,100664,100306,99946,99990,100150,100367,100571,100676,101066,101522,101948,102228
Dominican Republic,DOM,"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,99642,99947,99775,99296,98688,98191,97652,97219,96859,96536,96191,96098,96114,96202,96319,96415,96688,97071,97480,97819
Dominican Republic,DOM,"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,103040,103366,103298,102963,102473,102020,101635,101231,100818,100408,99997,99906,99952,100083,100241,100351,100642,101046,101474,101830
Dominican Republic,DOM,"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,99018,99683,99794,99527,99063,98552,97970,97503,97104,96729,96352,96147,96063,96069,96131,96203,96366,96679,97066,97440
Dominican Republic,DOM,"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,102266,102961,103182,103061,102718,102260,101876,101467,101038,100597,100151,99932,99869,99913,100013,100110,100286,100619,101027,101418
Dominican Republic,DOM,"Age population, age 08, female, interpolated",SP.POP.AG08.FE.IN,98183,99115,99643,99601,99293,98872,98320,97790,97385,96995,96587,96277,96097,96020,96021,96060,96112,96327,96670,97051
Dominican Republic,DOM,"Age population, age 08, male, interpolated",SP.POP.AG08.MA.IN,101260,102243,102881,102990,102805,102440,102102,101693,101277,100837,100374,100049,99869,99829,99870,99939,100003,100232,100597,100999
Dominican Republic,DOM,"Age population, age 09, female, interpolated",SP.POP.AG09.FE.IN,97178,98225,99133,99564,99423,99102,98672,98129,97641,97272,96875,96469,96198,96041,95976,95973,95923,96031,96288,96652
Dominican Republic,DOM,"Age population, age 09, male, interpolated",SP.POP.AG09.MA.IN,100058,101194,102219,102792,102779,102516,102278,101904,101487,101078,100633,100233,99950,99804,99787,99824,99791,99908,100179,100567
Dominican Republic,DOM,"Age population, age 10, female, interpolated",SP.POP.AG10.FE.IN,95989,97092,98188,99111,99500,99289,98958,98515,97969,97497,97149,96702,96346,96112,95982,95931,95787,95797,95950,96239
Dominican Republic,DOM,"Age population, age 10, male, interpolated",SP.POP.AG10.MA.IN,98657,99889,101127,102186,102684,102535,102352,102076,101683,101271,100877,100446,100093,99848,99736,99741,99632,99655,99813,100117
Early-demographic dividend,EAR,Age dependency ratio (% of working-age population),SP.POP.DPND,67.5174490783109,66.5965369002375,65.6306831313932,64.6454234210194,63.6702941706922,62.7191347861802,61.8529388828711,61.0093460970983,60.1825135458801,59.359883701589,58.5369827706495,57.8094417373376,57.0663447461803,56.3334940510209,55.6442440688688,55.0155884815275,54.4914627821406,54.0145783531722,53.5736930101859,53.1505070501984
Early-demographic dividend,EAR,"Age dependency ratio, old",SP.POP.DPND.OL,7.35439263949509,7.42752662093554,7.48785235023783,7.53633668368201,7.57358314338932,7.60196615184058,7.67014383840595,7.72883317676798,7.78069422299623,7.82836680379094,7.87450807459499,7.95857056699752,8.03864079629042,8.1242536363644,8.22721786113547,8.35447980576021,8.5262579186677,8.71285007373127,8.91170045272002,9.11856909857422
Early-demographic dividend,EAR,"Age dependency ratio, young",SP.POP.DPND.YG,59.626050033219,58.6277215221929,57.5971694152985,56.5590190784942,55.5422909821965,54.5596430458542,53.6281870175746,52.7334433456115,51.8673391591227,51.0141888634242,50.1652394075857,49.3698332611829,48.5626817512243,47.7590187632871,46.9803354652099,46.2372061879397,45.5473970551831,44.8921407437725,44.2607714054338,43.6363956196429
Early-demographic dividend,EAR,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 08, female, interpolated",SP.POP.AG08.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 08, male, interpolated",SP.POP.AG08.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 09, female, interpolated",SP.POP.AG09.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 09, male, interpolated",SP.POP.AG09.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 10, female, interpolated",SP.POP.AG10.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 10, male, interpolated",SP.POP.AG10.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,Age dependency ratio (% of working-age population),SP.POP.DPND,49.282411451524,48.5015434618072,47.3270639635497,45.9689381045517,44.7500502379931,43.8212710210878,43.0454676646232,42.5095625855325,42.1771712575535,41.9541755222318,41.794757819185,41.78070714497,41.8241678436988,41.940420881372,42.1586502498393,42.4911745841175,43.0206182753114,43.616395074073,44.2503261773511,44.8708956747966
East Asia & Pacific,EAS,"Age dependency ratio, old",SP.POP.DPND.OL,10.4582715282625,10.6123209759007,10.741193982503,10.8509525281822,10.9486755637001,11.0451076183205,11.1757424900265,11.305426928936,11.4456600270664,11.6080120517875,11.8035561473347,12.0613755759602,12.3383527194245,12.6539255465404,13.0365370070998,13.5028697720523,14.0905338312726,14.7546077168284,15.4619112177768,16.1598827008672
East Asia & Pacific,EAS,"Age dependency ratio, young",SP.POP.DPND.YG,38.4866658515308,37.5588387866783,36.237087000767,34.7295563972396,33.3703756408801,32.3157068237164,31.3927924206041,30.7245707828228,30.2606887074207,29.8847846247462,29.5341118192512,29.2691700181065,29.038185706311,28.840491320129,28.6833955792559,28.5655322040348,28.5283818712817,28.4895533162423,28.4474841846745,28.3965470108808
East Asia & Pacific,EAS,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
